tconst	averageRating	numVotes
tt5757360	4.0	30
tt9111546	7.3	747
tt15361308	2.4	389
tt8517226	7.7	7
tt6351728	5.3	293
tt13841488	3.3	21
tt5757432	7.1	145
tt9389852	7.2	21
tt15361312	6.0	12
tt9086112	7.6	140
tt8581840	5.6	1072
tt9389802	7.7	1048
tt5900164	5.6	1715
tt7434484	6.7	6
tt6351706	7.2	175
tt5625488	7.0	23
tt8517292	7.2	463
tt8938112	6.6	5
tt8938114	8.4	7
tt7855564	5.4	19
tt8870932	8.0	392
tt14938850	6.0	6
tt16169406	8.8	308
tt4241778	6.0	44
tt7145322	5.9	32
tt6194530	6.7	2385
tt5468292	7.6	405
tt9389870	6.2	68
tt5625452	7.0	7
tt11574116	7.6	230
tt6194520	5.7	896
tt7855594	7.5	36
tt15796898	6.8	1228
tt11574130	7.9	203
tt8160716	7.4	27
tt11574134	7.9	206
tt8517276	7.3	7
tt8517270	7.0	6
tt9111596	7.3	621
tt6194574	8.1	28
tt12182994	9.0	362
tt5914828	5.9	15
tt9664398	5.9	57
tt13973498	5.5	11
tt12182986	6.5	28
tt6194564	7.8	39
tt6194566	8.0	30
tt8649118	6.8	21
tt6483514	6.8	21
tt6483524	6.9	20
tt6194540	5.7	367
tt6194538	4.8	389
tt6772926	4.8	305
tt8649136	9.2	26
tt7566216	8.3	79
tt7698062	5.9	10
tt5336214	7.2	22
tt8806266	9.1	6803
tt8806252	3.8	68
tt6194590	7.8	23
tt7855648	8.0	123
tt6194594	7.7	24
tt5336232	6.7	13
tt3515524	6.6	1851
tt6194580	8.0	27
tt5336220	5.9	37
tt6194584	7.8	26
tt8806270	8.5	5246
tt8806272	8.3	5752
tt6194578	8.4	30
tt13263098	8.6	22
tt8581872	7.1	245
tt9664320	7.3	202
tt5468300	6.3	3749
tt13841442	6.3	2550
tt9678978	6.9	11
tt7698000	7.7	10
tt8806240	7.5	33
tt5900272	6.9	266
tt6062514	6.6	20
tt5336294	7.3	20
tt6772946	4.1	2444
tt7013576	7.5	396
tt9678910	7.8	9
tt8292658	6.8	21
tt5900208	6.5	896
tt7277030	8.2	243
tt8806206	7.9	269
tt5914840	7.6	10
tt18568888	7.9	10
tt5914844	8.4	7
tt9678928	4.9	238
tt6772978	6.2	8
tt2721744	6.5	1544
tt8581900	7.1	28
tt8292612	7.5	1083
tt5179082	7.6	42
tt5179080	6.2	14
tt13841394	7.0	610
tt9086022	8.6	68
tt15796782	7.6	126
tt15086778	8.4	6
tt9111408	8.9	6834
tt10373974	6.7	44
tt15782152	5.9	9
tt7145276	4.2	16
tt6351878	7.2	15
tt4662530	6.8	12
tt8517366	7.0	7
tt8581936	6.4	15
tt8581930	7.1	17
tt13841386	8.0	543
tt8581940	7.0	15
tt13841380	7.8	268
tt9389984	7.3	15
tt8581946	6.4	13
tt11299504	8.3	74
tt8581942	6.4	15
tt10373940	4.0	9
tt9086062	3.6	12
tt8581952	6.6	13
tt9389916	7.4	1932
tt8581962	9.5	6
tt9389924	7.5	61
tt11299538	7.4	778
tt5889018	8.0	6
tt6194610	9.0	5
tt6194604	9.2	5
tt7841020	7.8	76
tt15361496	5.6	6
tt7841030	8.4	112
tt8870800	7.8	6
tt7841036	8.1	9
tt11324958	8.6	8
tt7841032	6.6	63
tt12182904	8.3	299
tt7841034	7.1	60
tt7841052	7.5	123
tt8870816	5.6	2079
tt7302816	8.8	11
tt5179042	7.7	44
tt13973500	2.3	119
tt6180006	6.4	24
tt7841062	4.9	52
tt9111462	9.1	8804
tt7841066	3.5	31
tt8870836	8.2	117
tt11310364	5.5	43
tt14649806	7.4	5
tt7841084	3.5	31
tt6194628	6.8	13
tt8160836	7.0	7
tt9375392	7.5	43
tt9111478	7.4	7
tt7841092	3.2	27
tt6194612	8.8	5
tt10309370	6.9	10
tt8649224	4.9	122
tt4794754	5.4	329
tt6180052	5.4	13
tt6194678	7.0	45
tt6194674	6.6	44
tt5625792	8.4	10
tt8292398	5.0	26
tt6194660	7.0	56
tt6194658	6.5	56
tt7855742	9.1	45
tt5625730	7.3	23
tt5889456	7.5	72
tt7855740	9.0	41
tt5625738	7.7	23
tt7841104	3.3	28
tt7841100	3.3	30
tt7841106	3.3	26
tt5625724	7.5	30
tt7841114	3.5	26
tt6483832	7.8	25520
tt6708008	5.9	10
tt16747572	9.7	9155
tt11167404	7.9	11
tt6483834	8.0	9
tt6483836	7.0	1787
tt11167406	7.8	9
tt11167408	7.0	8
tt5336112	5.8	82
tt8649216	7.0	99
tt5611102	7.6	172
tt9243648	8.3	6
tt5625740	7.5	19
tt12539756	7.2	9
tt8806582	8.0	22
tt8292322	8.0	15
tt7302488	7.3	482
tt9664696	7.7	32
tt5218922	7.1	44
tt7013660	9.4	1098
tt4387944	7.6	35
tt10848020	4.4	18
tt8806546	4.7	373
tt4387958	7.9	33
tt9664632	7.6	78
tt4794788	7.6	99
tt7448928	7.7	279
tt18304852	9.7	7
tt7448918	7.6	294
tt7448908	7.8	278
tt6351968	8.3	703
tt3804448	2.6	130
tt4662420	5.8	7170
tt13855868	6.3	53
tt5468458	7.9	100
tt5757620	7.5	27
tt6351924	6.0	21
tt11456582	4.2	9
tt12525140	7.5	16
tt11456578	8.6	8
tt11021326	9.5	6
tt13841206	6.8	10
tt7448886	7.5	257
tt11021356	7.9	9
tt5468474	7.3	19
tt7448880	7.3	12
tt11021350	8.7	6
tt5743008	8.3	27
tt7013618	7.6	54
tt5757640	7.9	8
tt11167420	7.5	9
tt11167428	3.8	17
tt5611092	8.5	8
tt11167430	7.6	9
tt5889372	6.1	295
tt7448896	7.5	251
tt11167414	7.8	6
tt7855798	5.3	66
tt7448892	7.2	9
tt5611088	8.3	41
tt7434256	6.1	33
tt6194712	7.5	494
tt11167446	5.5	149
tt11574326	7.1	8
tt11574322	7.4	215
tt6194704	5.5	183
tt7434270	7.1	43
tt7987516	7.2	56
tt9125992	8.0	62
tt6194768	8.0	9
tt11167470	8.9	14
tt7434294	9.0	7
tt6194746	7.2	93
tt3358306	8.1	22
tt8160614	7.2	165
tt8649346	9.3	26
tt11324668	6.6	23
tt7302548	8.6	5
tt11877948	5.4	152
tt4780232	8.5	17
tt11324680	6.8	21
tt11863332	7.6	17
tt7277234	3.8	641
tt7855856	5.5	57
tt6194780	8.5	1113
tt6483770	6.7	13
tt8649378	6.3	426
tt7841216	6.0	42
tt12182790	7.7	27
tt5889338	6.4	902
tt5611218	7.6	5
tt4794832	6.9	62
tt6483706	6.7	8
tt13723980	3.8	7
tt6640898	7.8	83
tt11324690	6.8	21
tt11324692	6.6	21
tt4530576	8.3	13
tt8649324	4.6	6
tt5047078	6.5	30
tt11863382	6.7	10
tt5625812	7.6	18
tt6772740	7.3	11
tt5625818	7.3	16
tt12050916	6.1	7
tt6772756	7.9	592
tt11021242	8.8	6
tt8806456	5.7	1031
tt8806452	8.3	6
tt6772760	7.9	499
tt6772770	7.8	414
tt5900026	7.4	12
tt5625826	7.6	17
tt6772774	7.7	480
tt7013784	5.8	19
tt5914658	7.7	388
tt7566056	6.7	6
tt15111904	6.8	25
tt5914620	6.5	38
tt5914630	2.4	157
tt17184980	7.6	13
tt7566070	8.5	6
tt10794856	8.0	20
tt15361644	7.6	33
tt7566082	8.5	6
tt6772724	8.0	10
tt9375600	7.6	8
tt6419152	6.6	14
tt5914608	7.0	7
tt6772716	6.5	49
tt5468510	7.9	60
tt10848174	5.7	69
tt10848176	7.8	8
tt5914618	3.3	22
tt5757536	7.0	6
tt8806502	3.9	22
tt8517580	4.2	52
tt5218892	8.4	20
tt5757546	5.5	45
tt7434324	6.3	2542
tt12814006	7.7	7
tt13973718	7.4	9
tt8517598	9.3	18
tt7434314	7.6	11
tt8517546	6.3	7
tt13841118	6.2	4073
tt5757504	7.6	98
tt13841120	5.3	4485
tt5218830	8.0	6
tt8517562	8.2	37
tt11021238	9.9	7
tt5757522	7.6	20
tt5914696	7.7	11
tt11456486	7.7	13
tt4241614	7.9	230
tt6772698	6.5	48
tt4241610	7.7	253
tt4241606	7.5	248
tt4241608	7.1	258
tt11167544	8.7	9
tt11863394	8.2	11
tt7841278	6.2	506
tt6194832	6.4	5
tt8938242	7.8	7
tt7987630	6.0	9
tt9243844	8.3	2430
tt7841298	6.1	23
tt9111220	7.1	2000
tt5889292	5.0	182
tt6194886	8.4	36
tt11310118	8.5	467
tt6483790	8.5	16
tt5889280	6.7	31
tt5611166	8.4	9
tt11310120	6.2	7
tt13566846	7.1	18
tt8938202	7.3	186
tt7855944	7.5	50
tt7027664	6.5	27
tt7855952	7.2	46
tt1838708	3.8	84
tt5639710	9.2	8
tt13841958	7.3	290
tt3212026	4.9	254
tt8581366	7.3	870
tt7855962	7.5	44
tt12407216	6.4	10
tt7316808	7.2	73
tt7013036	2.9	20
tt8581378	6.8	7
tt11324534	6.8	4197
tt5322170	7.5	22
tt15072500	8.4	24
tt7855990	6.9	218
tt8870574	6.0	171
tt10559042	2.3	11
tt3633032	6.5	134
tt7027690	6.0	489
tt10309902	6.6	26913
tt16444402	4.7	6
tt11049932	8.3	20
tt6419492	4.8	14
tt14292704	9.2	19
tt12104264	6.4	5
tt13841992	7.0	105
tt13841998	6.4	101
tt7855910	7.3	52
tt13841994	7.0	104
tt7855930	7.5	49
tt13841978	7.7	167
tt13841974	7.6	202
tt7855938	7.4	50
tt12104274	6.0	9
tt7302296	3.9	128
tt13395378	6.3	27
tt7987702	4.8	49
tt5507946	5.2	6
tt8292978	8.1	29
tt6076744	8.5	6
tt4387634	7.2	5
tt5625098	6.2	26
tt5914394	9.5	1741
tt9664838	6.0	151
tt12104324	3.5	26
tt11167262	6.9	25
tt11167264	5.7	19
tt9361014	5.6	3702
tt12539136	6.7	480
tt7159566	5.1	1863
tt3358508	6.2	154
tt2446990	5.6	167
tt9125700	8.0	653
tt11167286	5.1	30
tt6076750	9.1	962
tt7448620	7.0	9
tt6076700	6.8	8
tt9361064	5.7	10
tt5914350	7.4	1314
tt5047616	6.7	146
tt6194916	7.0	8
tt6076714	9.0	800
tt20122290	7.1	14
tt9361046	5.1	5117
tt14160886	5.3	25
tt5639696	8.1	64
tt5914330	5.7	27
tt7159598	7.7	16
tt5625066	5.4	1746
tt5625068	7.1	185
tt6076712	8.2	655
tt9111142	5.5	46
tt6194960	8.8	74
tt3779414	4.9	170
tt9361096	6.3	7
tt7448684	8.2	10
tt14899034	4.4	18
tt5639650	5.2	386
tt7448670	7.4	9
tt11574580	7.8	22
tt11995470	6.0	19
tt11324626	3.7	126
tt5179398	5.2	137
tt14635532	5.1	33
tt10006122	6.3	40
tt14899008	6.1	14
tt11167244	7.1	8
tt6062152	7.6	10
tt8228316	3.4	2799
tt6194988	7.0	7
tt14160812	7.8	16
tt15072480	6.5	18
tt11324616	6.0	620
tt6890594	6.2	764
tt9125746	5.8	213
tt4780464	5.8	25
tt13841826	5.8	308
tt13131816	5.7	7
tt15008006	7.5	29
tt6483986	7.6	853
tt7841426	5.5	18
tt10716298	7.6	8
tt3226786	6.3	2676
tt13131824	7.8	20
tt5179518	7.2	17
tt0466988	6.5	188
tt11324434	4.8	6
tt13131828	6.9	16
tt6180388	7.0	7
tt6180392	8.1	17
tt6483934	7.2	11
tt6483936	8.0	8
tt5336698	7.2	4777
tt7841460	6.9	17
tt7013194	6.7	688
tt7841480	5.2	19
tt10780842	7.6	8
tt12828382	7.0	7
tt5322060	7.5	59
tt10309898	6.0	142
tt7841496	5.6	4724
tt9650144	6.3	12
tt6483922	7.9	11
tt5914412	9.3	1385
tt5914418	8.1	1220
tt14292872	5.0	23
tt8581428	7.9	32
tt8581432	8.9	24
tt8581434	8.8	21
tt8581436	8.1	18
tt13841874	6.8	403
tt13131834	7.4	15
tt7841402	6.7	17
tt11995310	8.7	29
tt12104216	10.0	5
tt9664712	8.8	80
tt11167396	8.9	8
tt4123876	6.4	229
tt9361116	6.6	8
tt7448728	5.9	16
tt7448724	7.0	130
tt9664732	6.2	1398
tt11574612	8.5	348
tt15532882	7.5	27
tt5914496	6.1	54
tt14160792	7.8	15
tt11574640	5.0	35
tt13420712	7.5	21
tt12539076	8.1	17
tt3647784	2.8	280
tt4530354	6.9	16
tt13987700	7.3	90
tt10006208	7.0	6
tt11456264	4.9	75
tt10559076	4.1	150
tt9125686	5.0	7
tt5625152	6.9	136
tt13987718	7.9	84
tt8228414	7.9	15
tt11731866	6.0	42
tt10006238	6.7	153
tt14621038	1.8	165
tt5639720	2.4	11
tt7013252	8.6	24
tt13841708	7.6	83
tt10780742	7.7	7
tt7723022	4.0	148
tt14517172	7.8	15
tt7737656	3.2	238
tt12892670	9.9	17
tt4255658	6.8	13
tt4780578	4.4	592
tt3922062	6.8	130
tt11338998	7.5	13
tt4780544	9.0	61
tt5757172	7.1	35
tt13987764	7.3	80
tt12407422	5.6	8
tt10780734	7.7	7
tt8806104	5.7	2744
tt5047372	9.0	7
tt11863836	6.5	15
tt7737606	9.5	10
tt12104080	3.0	1357
tt11863848	7.2	14
tt9375918	7.6	37
tt6405062	7.0	10
tt7302010	9.5	86
tt14767536	7.1	49
tt16287242	7.0	14
tt10780798	7.7	7
tt3212232	5.4	14757
tt9361322	5.4	28
tt7841526	7.5	1267
tt4662062	6.9	48
tt9375952	7.2	19
tt8292740	8.5	400
tt9375944	7.6	19
tt7841536	4.3	480
tt2721624	5.1	266
tt5468016	7.1	920
tt5468018	6.9	801
tt5468014	7.6	1066
tt6076500	7.9	11
tt8228172	5.3	4788
tt9361266	6.6	38
tt5179196	8.2	67
tt5468020	5.6	38
tt5468022	7.1	761
tt12118762	8.5	6
tt11167046	5.1	8
tt8228196	9.1	2777
tt9361228	6.5	42
tt7987900	8.1	49
tt6180514	6.6	13
tt7145184	5.5	7
tt10427010	4.8	129
tt5928754	7.8	13
tt7145194	8.0	18
tt7145196	5.8	8
tt9650444	7.0	57
tt2275505	5.8	28
tt5468098	9.7	491
tt3647434	8.0	114
tt12471988	8.4	26
tt3804810	6.6	335
tt6180552	6.3	9
tt9125542	7.4	73
tt6708418	7.0	9
tt13552578	6.5	53
tt7973342	5.8	105
tt15532986	5.8	14
tt5625202	9.6	8
tt8160944	7.1	9
tt6890376	6.8	2413
tt14621156	5.9	108
tt5468070	6.6	23
tt8160954	7.6	9
tt8160956	6.6	7
tt15072234	8.8	79
tt5179130	5.2	202
tt3647498	6.4	63758
tt5468088	7.4	6
tt5625416	5.5	36
tt8870640	7.1	604
tt5336488	6.7	11
tt9493030	8.1	7
tt8870656	7.2	331
tt8870650	7.0	349
tt8870648	6.7	365
tt10716074	7.8	5
tt7737542	7.4	8
tt14621198	6.4	30
tt8870670	6.5	14
tt8870672	6.8	13
tt8806018	7.4	6
tt5336472	6.6	11
tt8870694	8.3	13
tt6101994	8.0	5
tt11324274	8.2	144
tt6101970	7.4	241
tt12828136	5.1	19
tt13841648	7.2	5
tt9650368	6.1	108
tt5204636	5.2	502
tt3212318	8.2	8
tt16444510	5.0	7
tt5928818	7.7	372
tt3515792	7.8	34
tt8581660	8.4	11
tt6101936	8.0	293
tt7737528	6.2	57842
tt5047460	7.5	35
tt6116024	6.9	16
tt7737502	7.9	234
tt7737508	5.2	34
tt3779382	4.7	70
tt9664948	3.1	233
tt5468130	3.8	630
tt5468134	8.5	9
tt16444454	8.5	42
tt5468140	8.8	9
tt5468144	8.8	8
tt3040964	7.4	273442
tt12104000	7.9	11
tt11574856	7.5	6
tt5468164	6.0	12
tt11574858	7.3	7
tt2011936	5.8	816
tt11167194	8.0	142
tt6180632	6.4	286
tt6180640	6.9	8
tt8292804	6.5	122
tt8228270	5.6	7
tt8228288	7.0	208172
tt11863810	7.4	51
tt13841580	6.8	6
tt10006448	6.0	53
tt5625374	8.3	514
tt6076468	8.4	49
tt5625372	8.2	524
tt7605702	6.8	718
tt4716164	5.9	744
tt5625366	8.1	522
tt5179222	7.5	203
tt11456058	8.6	5
tt10006472	5.2	8
tt8228230	9.2	30
tt7159600	7.9	17
tt8517194	5.6	64
tt5625380	9.0	764
tt5625388	6.9	10
tt5639996	6.5	19
tt5625322	8.0	31
tt8517164	8.2	16
tt16155550	8.2	183
tt16155556	8.6	187
tt11167116	6.7	278
tt5639976	5.4	24614
tt7737438	6.5	176
tt7737434	3.2	6
tt7841780	7.9	67
tt14214868	7.4	46
tt3108154	4.0	69
tt13027840	8.9	9
tt13434248	8.0	24
tt9086910	4.4	530
tt10834006	7.9	104
tt8884704	8.1	211
tt10559486	7.9	45
tt4965650	8.2	19
tt13448874	7.0	67
tt13448856	7.2	12
tt12182214	8.3	11
tt9072304	6.7	638
tt14200264	8.3	27
tt9072302	6.9	644
tt13027892	6.9	11
tt9072308	7.0	601
tt13159674	7.3	60
tt8870104	3.0	10
tt8595586	5.9	1329
tt14200252	8.1	30
tt14214892	7.4	11
tt6101868	7.5	305
tt5611776	6.7	11
tt5875414	6.9	8
tt6405288	6.8	11
tt7159010	6.5	59
tt7841716	7.4	113
tt5611768	6.7	10
tt8870130	7.3	17
tt7909030	4.7	11
tt8870138	6.4	26
tt7316408	9.8	9
tt5611798	4.8	5
tt11338786	7.6	5
tt13566094	6.6	202
tt5454450	4.6	8
tt6537136	8.3	46
tt5611786	4.8	5
tt5611782	6.5	8
tt6116110	6.6	23
tt7841734	7.7	79
tt8174546	5.3	6
tt6101824	7.9	405
tt6826386	6.2	6
tt7737404	7.6	38
tt7841750	8.1	63
tt7316472	4.2	109
tt7841768	8.0	62
tt8331822	7.4	22
tt14214802	6.5	18
tt16287462	7.6	9
tt8331818	7.3	21
tt8331812	7.5	22
tt11206838	6.7	6
tt8463628	4.6	121
tt11206840	6.2	6
tt11206842	7.2	5
tt15429424	8.0	32
tt12182184	5.4	120
tt12471344	8.9	9
tt19872568	8.2	17
tt11206854	8.3	70
tt6405344	8.5	7
tt10702120	7.3	131
tt10006504	7.3	59
tt10702128	7.6	124
tt6890960	5.8	12
tt6890944	6.7	30
tt8463646	7.7	66
tt10702118	7.3	130
tt6405354	6.8	19
tt10702112	7.1	143
tt5297116	6.1	10
tt7091742	8.0	3657
tt11692182	7.1	51
tt8463674	9.5	833
tt10702140	5.7	424
tt11574990	8.0	37
tt10702148	6.9	3914
tt6537086	6.2	15
tt11981216	6.9	19
tt16444774	7.2	5
tt16444776	7.6	5
tt11981212	7.3	25
tt6405378	8.5	675
tt6537078	7.3	9
tt19176972	7.5	54
tt14938014	6.5	12
tt11692154	6.8	13
tt5297140	5.3	583
tt11692156	7.8	58
tt5033472	6.4	28
tt7159112	6.1	9
tt14189294	6.6	5
tt7737398	6.5	25
tt7027140	8.0	89
tt7737394	3.7	501
tt13159656	4.5	29
tt11692148	6.8	609
tt13159660	8.2	8
tt6180784	3.6	9
tt5586226	7.1	16
tt4965702	7.7	271
tt11692124	5.8	20
tt7027134	9.1	15
tt13159626	9.2	54
tt10413016	7.8	8
tt13159612	8.1	388
tt4965740	8.0	5
tt7027162	7.1	195
tt11981290	7.0	30
tt11981292	7.1	33
tt7448238	7.4	8
tt6958188	6.8	5
tt11981286	6.3	30
tt7605606	7.8	265
tt7605608	7.8	214
tt13434146	5.6	9
tt8331748	7.0	23
tt9703840	8.6	350
tt9703846	7.7	67
tt5165368	6.2	5922
tt3818286	5.8	1012
tt14214982	4.6	5
tt9678100	8.1	31
tt6958024	6.7	20
tt8331742	7.5	23
tt6958022	8.5	14232
tt8331738	7.6	24
tt13434122	6.5	9
tt13434108	7.5	14
tt14200364	6.9	29
tt6669086	7.5	984
tt5454552	4.8	78
tt15718450	5.2	7
tt9072220	7.4	670
tt13316912	6.8	11
tt9072216	7.6	761
tt6669092	9.8	29
tt9072218	4.8	170
tt8884618	7.6	5
tt10138312	6.3	45
tt8331776	7.2	23
tt13448722	7.2	277
tt5454534	5.8	239
tt6101754	7.4	390
tt8581060	8.2	27
tt8581064	8.1	26
tt8581066	8.3	22
tt6101746	8.2	14
tt13316950	8.4	13
tt13013384	5.7	33
tt6116204	9.0	10
tt11338668	6.6	15
tt12892594	7.2	7
tt7316554	7.9	195
tt6101736	9.2	54
tt5179910	8.6	7
tt8463586	8.8	5
tt13723386	8.6	5
tt11338676	6.5	14
tt9257302	7.5	42
tt5179904	8.6	7
tt6101726	8.2	480
tt6101716	7.8	664
tt11324006	9.2	8
tt8174654	7.6	394
tt7841842	4.4	16
tt6537014	7.0	208
tt16444750	7.8	27
tt11324024	4.4	116
tt2289098	4.6	574
tt7605482	3.0	31
tt6405192	6.7	130
tt6537012	5.4	5
tt9257324	3.2	237
tt6405196	8.2	514
tt5889974	5.0	8
tt8174668	7.5	366
tt9703880	7.3	43
tt8870036	3.7	14
tt4833968	8.2	1684
tt9703882	4.7	25
tt14057410	8.5	6
tt8174662	7.7	384
tt8174664	7.4	378
tt6826270	6.1	12
tt5165300	9.0	522
tt17066696	5.1	10
tt7316578	5.2	6
tt14214922	9.8	5
tt5889946	6.7	369
tt7316576	4.2	1552
tt8595622	6.9	124
tt10716712	7.3	68
tt4833952	4.7	189
tt8884692	7.8	208
tt4833892	7.9	20
tt11981142	8.1	21
tt9546334	7.8	7
tt5611830	7.9	2673
tt13869700	5.5	71
tt6890828	6.5	63
tt15429546	6.8	12
tt4427022	8.2	7
tt5611826	6.4	7
tt10716664	5.9	14
tt5743576	4.1	258
tt6405242	7.4	28
tt7909060	8.2	52
tt3529344	4.2	620
tt6405240	7.8	17
tt6180876	7.1	8
tt6405258	8.3	7
tt16997538	6.0	5
tt5586300	3.9	40
tt12064936	9.7	122
tt5586318	6.3	9
tt8463566	7.1	25
tt15718426	6.0	9
tt9072254	5.0	76
tt13145136	8.3	112
tt8581070	7.5	29
tt6076226	5.7	1973
tt9821022	6.3	43
tt9072262	6.3	37
tt7027270	7.1	14
tt7737288	8.3	50
tt7737284	8.3	54
tt7027278	6.7	13693
tt9072222	7.4	641
tt9072224	7.6	716
tt15718434	4.8	7
tt11692244	7.3	25
tt6076236	7.2	5
tt9072290	6.9	827
tt9072294	6.8	687
tt13434070	9.6	12
tt10427784	5.9	218
tt10413148	6.4	5
tt7737290	8.4	52
tt9072276	7.4	1206
tt14189102	6.9	45
tt13434056	7.7	13
tt7973688	6.2	1029
tt6076202	7.0	148
tt10413168	7.9	15
tt10848858	6.2	22
tt3593946	8.3	7
tt5900778	7.6	155
tt14806352	9.1	7
tt5900774	7.6	156
tt4965880	8.3	87
tt10834220	7.7	41341
tt6076182	7.1	162
tt1810123	8.2	25
tt5743816	6.8	20
tt1810121	7.6	20
tt9678442	6.8	5
tt8884908	7.7	196
tt13737848	6.3	846
tt8884906	5.8	3978
tt4965872	7.8	92
tt4965878	9.0	151
tt5743822	5.2	10
tt4965874	8.2	80
tt4965876	7.9	85
tt13013408	5.8	32
tt14806338	5.5	280
tt5743832	7.1	12
tt14189540	8.8	1576
tt8884940	7.8	187
tt9400136	6.4	11
tt1810100	6.4	208
tt8042452	6.9	528
tt10848894	6.9	21
tt9678466	9.0	5
tt6076196	5.8	14
tt7027410	7.7	13
tt10559250	7.2	13
tt5454680	8.5	7
tt12892200	6.2	12
tt7027460	9.2	88
tt5165042	7.4	273
tt13434470	6.9	7
tt5454674	8.0	7
tt9072100	8.8	175
tt14503820	6.1	33
tt8884954	7.8	188
tt14214670	6.4	30
tt6076136	6.0	33
tt8581166	7.9	8
tt13434448	6.8	68
tt9086718	6.2	1128
tt13434450	6.9	22
tt14214642	8.2	19
tt7605396	7.4	5134
tt8463476	3.1	113
tt5875652	8.3	36
tt5861018	7.5	11
tt5875646	6.1	2813
tt12196626	7.3	3124
tt13434420	6.4	1389
tt8463494	5.5	47
tt6101602	6.3	3828
tt6826112	7.0	33
tt6101600	7.2	12
tt5875632	5.6	171
tt8870382	6.8	8
tt6116356	8.5	6
tt6116358	8.6	5
tt5875624	5.8	12
tt4491334	7.3	25
tt5861046	7.9	13
tt5861042	7.7	55
tt5861058	6.2	18
tt5875680	8.9	9
tt5875684	7.2	13
tt5861050	7.8	13
tt5861026	6.4	9
tt8595732	9.8	9
tt5861028	7.6	53
tt13277110	8.5	13
tt10006824	6.0	47
tt8174318	6.0	43
tt5861036	7.7	52
tt3750872	7.2	39502
tt5440098	7.1	7
tt13159820	6.0	89
tt6890738	2.7	48
tt10427464	8.2	6
tt5336934	7.2	700
tt9546668	6.1	36
tt7380812	8.0	287
tt11206610	9.0	15
tt16287604	5.9	97
tt9072190	6.6	1360
tt5336950	7.3	6
tt9546690	6.7	22
tt5336956	9.0	5
tt5611958	6.9	97
tt9546680	7.1	25
tt11206626	8.9	13
tt11981478	5.8	51
tt7380834	7.6	204
tt5336946	8.7	6
tt11206630	8.8	13
tt7909178	8.0	913
tt7091980	5.9	19
tt7909174	8.2	997
tt16430374	8.0	8
tt10006768	6.0	80
tt7909188	7.8	782
tt9546620	7.4	66
tt7909184	8.5	960
tt8463416	3.2	140
tt11981462	7.1	18
tt5875604	5.9	19
tt9257466	6.9	174
tt6890774	4.1	55
tt6708834	6.5	609
tt5586424	6.9	442
tt10006792	5.6	48
tt8174290	6.5	216
tt5033228	8.3	10
tt12064810	4.2	669
tt7380806	8.2	17
tt6708828	2.6	145
tt7605442	7.1	40
tt5586436	8.0	382
tt5586438	8.6	464
tt9257484	4.6	8591
tt5336902	5.8	543
tt8042506	7.9	1167
tt9849964	6.6	7
tt12064876	5.3	27
tt5179598	5.6	12955
tt10848904	6.4	19
tt9400098	7.2	9
tt5179576	6.1	859
tt9546604	9.0	6
tt9546606	8.8	5
tt11692368	5.9	20
tt8042500	5.9	13907
tt7380868	7.0	5
tt5743858	5.9	97
tt9072188	7.4	1542
tt9072184	7.9	1945
tt5336960	9.0	6
tt10834312	6.7	18
tt8042526	2.1	351
tt9072152	7.7	1599
tt9072154	8.0	1616
tt9072150	7.5	1648
tt9072148	7.7	1780
tt9414690	8.0	23
tt9072164	8.2	1800
tt9072160	7.8	1475
tt5743888	2.2	336
tt6248178	1.6	1051
tt16444904	6.4	170
tt13013532	6.8	17
tt8042598	6.7	111
tt6076068	7.1	9
tt8581230	2.2	478
tt11692416	7.1	33
tt5900890	8.6	5
tt5179750	6.9	8
tt6101574	6.4	142
tt2328900	6.3	49376
tt14806450	6.3	691
tt9678332	6.9	20
tt8595890	8.6	8
tt12892328	8.5	16
tt6101544	7.7	841
tt17473062	7.4	454
tt15072876	7.5	9
tt6076042	8.9	12
tt7027566	6.7	452
tt6076040	6.9	58
tt5900870	6.8	347
tt6101516	5.2	85
tt6076030	7.7	44
tt6076038	7.8	6
tt14503734	9.3	6
tt11338442	3.0	7
tt8870248	8.4	8
tt7973916	3.7	2037
tt16273150	6.2	5
tt5440186	6.1	16
tt14057622	6.6	22
tt8174410	7.4	26
tt14503718	5.0	7
tt6537262	7.6	14
tt7316358	4.9	543
tt8174422	7.6	24
tt6537228	7.6	32
tt10559318	8.6	724
tt8174446	4.8	12
tt6537226	6.3	29
tt6826036	6.8	6
tt5875556	5.3	7
tt8174450	5.3	393
tt11338448	9.3	22
tt10966110	6.7	14
tt6890618	6.0	739
tt5586520	7.2	19
tt5336810	8.9	474
tt6890620	7.0	1163
tt19872200	4.9	15
tt14057572	6.5	112
tt8477934	8.2	41
tt14057586	3.7	185
tt10006866	5.8	52
tt8174378	8.3	15
tt15429788	8.3	142
tt13159918	7.2	14
tt5586514	7.4	26
tt8174366	7.9	11
tt11981364	7.2	6
tt16273138	5.6	5
tt8463314	4.0	31
tt13723198	3.9	23
tt16273136	6.0	5
tt6708928	6.5	6
tt4794022	3.6	49
tt6890656	5.1	789
tt6405490	8.1	19
tt13277080	7.8	14
tt5586548	6.7	63
tt7159242	6.8	15
tt11981314	8.4	18
tt7619966	8.0	21
tt13277074	5.6	29
tt13277076	3.2	21
tt8463320	4.9	33
tt16733832	1.9	108
tt8463318	3.7	28
tt6708942	7.6	19
