tconst	averageRating	numVotes
tt8010342	5.1	1868
tt8142124	3.4	34
tt8720352	9.8	6
tt8720354	9.6	5
tt8010354	6.8	775
tt8577802	8.6	5
tt6046480	8.1	11
tt3037136	5.8	90
tt5713678	6.5	16
tt6046484	4.6	9
tt5713670	7.6	20
tt5713672	7.6	21
tt7549004	6.8	6
tt10106062	7.9	27
tt8695086	3.8	17
tt8010362	9.4	33
tt10816060	7.6	10
tt5713688	6.7	20
tt5713680	7.1	21
tt5713682	6.1	16
tt5713684	6.5	18
tt7060740	6.1	18
tt8010374	9.1	19
tt6046466	5.7	6
tt6046468	8.3	77
tt8445700	5.1	170
tt14579170	9.2	21
tt9053072	4.2	6
tt8720380	8.8	8
tt10409892	4.9	16
tt6991504	6.6	11
tt5713668	5.8	18
tt6991512	5.6	14
tt11844830	8.2	20
tt4183170	4.0	457
tt6281508	7.0	425
tt6281502	7.0	365
tt6281504	7.2	375
tt14315696	5.9	80
tt5713690	7.3	20
tt5713694	5.8	17
tt6281516	7.7	24
tt5424742	7.4	40
tt11673100	8.1	15
tt17047594	6.6	7
tt6281416	4.2	6
tt10880928	8.1	11
tt5135494	4.4	9
tt6281428	2.9	41
tt8866700	8.5	12
tt8998592	6.3	7
tt11306218	8.4	826
tt11673114	8.7	7
tt11673110	8.4	10
tt11673106	7.6	17
tt11673108	8.2	18
tt4946482	9.4	29
tt8288564	7.4	12
tt7706166	8.4	78
tt10409956	4.6	481
tt8577836	7.7	2205
tt5977646	7.1	8
tt5963008	6.7	120
tt7706186	8.1	64
tt8156742	6.6	434
tt9067762	3.1	16
tt7706182	7.5	66
tt10409972	3.0	6
tt4340726	7.2	60
tt11306250	5.6	14
tt9591766	6.1	57
tt8866772	7.2	5
tt5135416	6.3	48
tt8998526	5.2	17
tt7955842	6.8	13
tt7941206	6.9	44
tt12320574	5.8	19
tt12177578	7.7	13
tt5135436	6.7	49
tt5845440	4.3	1161
tt4789300	7.3	3667
tt7955820	7.5	9
tt4814760	5.6	7296
tt15461628	9.0	106
tt13668122	6.8	7
tt10527088	5.0	57
tt4800130	7.5	239
tt12045816	7.6	48
tt5845496	7.9	354
tt12045810	7.9	51
tt7192416	8.2	1142
tt12741654	8.7	29
tt14971324	9.4	9
tt7192428	7.5	1575
tt15461718	8.2	5
tt14907072	8.4	9
tt5977294	9.0	37
tt4800296	6.0	45
tt8998916	6.7	48
tt12598910	4.0	144
tt14682412	7.6	8
tt8998904	7.8	35
tt10948224	8.7	694
tt6046328	7.1	1462
tt13839818	5.8	35
tt15040292	9.0	9
tt15040296	8.6	5
tt5424802	7.9	75
tt10948202	5.6	117
tt8024620	8.7	402
tt3982118	6.4	244
tt5424838	8.6	8
tt12031040	6.4	2948
tt6570790	8.2	55
tt6570788	7.9	64
tt12045660	7.2	49
tt13379148	6.3	24
tt7060856	7.3	18
tt9816258	7.1	64
tt4354988	6.2	99
tt15750912	8.2	21
tt10409554	6.4	598
tt5424880	7.7	29
tt12031064	7.2	47
tt8852430	4.4	120
tt10409568	6.6	85
tt5017986	8.0	3851
tt5845810	7.9	766
tt5845812	8.1	752
tt7770670	6.6	7
tt6991426	7.3	15
tt5845800	7.8	770
tt5977260	5.2	9
tt8024698	4.7	7
tt17047848	6.5	31
tt14907024	6.4	25
tt8010076	8.0	5
tt8852522	4.6	7
tt6506146	5.1	1396
tt7706006	7.9	59
tt3864974	6.8	48
tt6281560	8.2	19
tt8313896	6.2	8
tt11687852	7.3	19
tt6046296	8.0	16
tt15750880	9.2	18
tt6046298	1.4	9
tt6217052	5.8	345
tt6991378	7.8	30
tt6217072	8.1	7
tt9053028	6.8	22
tt9816178	4.3	30
tt12452422	3.3	13
tt5845796	7.7	1017
tt6217016	6.3	618
tt6217010	6.1	732
tt7192754	8.3	6
tt9238352	5.8	63
tt8998896	7.1	67
tt7192758	6.1	8
tt8998888	8.3	20
tt5831146	5.1	71
tt7192764	8.2	5
tt7481466	9.0	65
tt12320684	8.3	113
tt5135108	4.8	5
tt8984208	5.4	11
tt5135100	8.2	14
tt6506192	6.6	6
tt12755918	7.8	11
tt7955928	6.2	6
tt10948286	7.3	11
tt9238348	7.5	125
tt5556790	8.6	462
tt5845712	5.1	866
tt4183372	6.9	290
tt3693042	4.3	973
tt12741318	7.4	14
tt5542158	7.1	18
tt5556784	6.7	2729
tt10948368	3.0	7
tt11962296	8.2	57
tt12755986	8.1	24
tt8695220	4.8	240
tt10948316	7.6	2132
tt5845750	8.4	2914
tt5845746	8.2	2930
tt8024708	7.0	27
tt8024712	7.3	3290
tt5424920	7.6	11
tt8024740	6.7	69
tt8024742	7.0	61
tt8852374	8.2	5
tt8024730	6.8	5
tt6046242	6.7	7
tt3561204	2.7	207
tt5424956	9.2	6
tt12045558	7.2	52
tt13825184	8.7	10
tt2190451	4.3	514
tt7128066	7.0	1034
tt12045542	7.0	53
tt5424964	5.6	10
tt8010136	8.4	5
tt5713898	7.5	117
tt5713890	7.9	125
tt8024782	7.5	7
tt10409666	7.6	587
tt7128042	5.5	836
tt6046282	7.9	19
tt7481604	6.5	12
tt8852320	5.8	11
tt8010152	8.6	5
tt6046280	7.1	7
tt6281732	9.0	29
tt8852312	8.1	193
tt13379084	7.6	5
tt8852302	5.2	62
tt8010178	8.4	5
tt6809610	6.8	24
tt10409690	7.3	6
tt9067498	8.5	18
tt6281764	6.1	7
tt5688424	5.5	18
tt5424984	5.8	312
tt7060914	7.0	18
tt8866932	7.8	51
tt7060918	7.3	18
tt8866930	5.6	34
tt13943040	5.9	88
tt8563478	7.0	24
tt5713960	6.8	131
tt9199294	7.8	80
tt6991218	7.4	15
tt6570606	6.8	29
tt8563466	5.6	39
tt6991226	5.6	13
tt10591424	8.8	5
tt6217170	6.6	15
tt9067546	8.6	5
tt5003516	7.8	21
tt6991242	7.0	13
tt15750730	7.7	6
tt7128094	6.4	10
tt7481552	8.0	74
tt12873156	4.8	8
tt14618036	8.6	2535
tt7060924	6.6	18
tt7128080	9.0	20
tt7060920	7.6	23
tt7060922	7.6	19
tt14618046	5.0	35
tt7941428	7.1	57
tt7941422	5.5	83
tt13247296	5.4	810
tt11687916	7.4	18
tt16978168	9.7	12
tt11687912	7.5	20
tt7941412	7.7	65
tt8998768	6.6	743
tt5831028	8.3	28
tt5135206	7.8	33
tt5135208	8.9	9
tt7941444	7.8	13
tt5845690	7.4	638
tt5845692	7.8	621
tt5845694	8.1	629
tt7481596	7.1	12
tt8156548	7.1	35
tt7481598	8.1	64
tt15040352	9.6	5
tt5845688	7.6	604
tt6217140	8.4	13
tt7481588	8.0	66
tt4472274	4.6	19
tt15040344	9.4	5
tt5713910	7.8	7
tt8998738	5.9	415
tt9880864	7.7	13
tt5831084	7.2	12
tt8313738	3.3	21
tt9238460	8.1	41
tt5556766	8.7	28
tt7060244	7.6	859
tt7074886	6.1	13063
tt8010626	9.8	12
tt6638250	9.2	950
tt5135814	7.4	863
tt10880366	7.1	16
tt11081292	5.7	8
tt14971864	3.9	47
tt11370456	7.2	42
tt8010636	9.6	11
tt8010638	9.5	10
tt8010646	9.7	10
tt8010648	9.8	9
tt9816892	7.2	20
tt13115696	6.6	9
tt8577298	8.1	10
tt13101068	7.4	13
tt5135868	7.5	68
tt4340180	4.4	80
tt7941586	7.9	14
tt5135854	4.0	23
tt9816830	8.1	30
tt6638244	7.4	78
tt3272572	3.6	63
tt6349072	9.4	11
tt7074874	7.3	350
tt13101018	6.6	6
tt4789584	6.2	131
tt11081206	8.0	68
tt6349014	7.9	21
tt6046122	7.2	16
tt7074804	7.9	8
tt8431640	8.6	8
tt13522054	9.0	13
tt5727966	5.0	35
tt8142462	7.3	36
tt4946972	5.9	3364
tt9527644	5.8	36
tt13522066	7.3	46
tt5713322	7.4	13
tt8431658	6.2	8
tt5253034	9.7	16
tt6046104	7.5	1772
tt8431668	6.8	10
tt5556056	7.2	7
tt5556058	4.4	9
tt5713302	8.8	447
tt8431674	5.3	13
tt10106394	8.8	7
tt3982768	5.1	58
tt14090596	5.7	31
tt6046164	7.6	43
tt11830794	6.9	13
tt6046160	7.1	88
tt14090598	7.4	40
tt6281854	6.6	9
tt4354756	6.1	5311
tt6046154	7.2	7
tt11095810	6.8	508
tt8431692	6.2	74
tt5556096	7.1	12
tt14090580	6.9	38
tt4932286	5.3	198
tt13536678	8.3	7
tt6281886	6.4	124
tt4197474	5.6	142
tt3629032	3.0	350
tt11673454	8.5	9
tt10106340	6.4	22
tt9199186	7.2	159
tt15040894	8.6	260
tt8602704	7.7	7
tt9199170	5.1	1970
tt5424204	6.1	378
tt5267726	9.2	18
tt14090498	4.6	26
tt14090490	5.0	24
tt6570972	6.6	190
tt6046060	7.9	11
tt16386026	9.0	5
tt8998220	8.2	40
tt7192164	7.3	29
tt10816558	5.6	34
tt7481212	5.8	35
tt6217290	6.2	22
tt12320070	9.2	6
tt5845186	8.0	11
tt6570984	9.0	29
tt5845180	7.0	27
tt16411446	9.5	12
tt5424218	6.7	11
tt8431620	8.3	19
tt13536702	8.3	8
tt12912900	6.4	23
tt12912902	7.5	44
tt9238504	5.7	11
tt4775032	7.8	22
tt9238590	6.7	119
tt4789670	5.4	45
tt10816510	6.4	1706
tt9238598	7.7	97
tt5424282	6.9	19
tt14447042	6.5	116
tt5859732	6.0	28
tt14447046	8.1	17
tt4800448	5.7	119
tt7481246	6.6	235
tt5859734	6.3	28
tt12887478	7.2	18
tt15750252	6.1	9
tt5424256	6.1	48
tt8602750	8.5	7
tt12887484	7.8	13
tt12887488	7.5	13
tt4789664	7.5	15
tt12295244	2.7	160
tt8602760	5.7	6
tt12887494	7.1	13
tt10659300	6.0	5
tt7941502	8.0	54
tt12887496	7.4	11
tt10659302	6.5	18
tt5859760	5.8	24
tt12887498	7.5	13
tt8866450	6.0	237
tt6570902	8.3	6
tt12887490	8.1	14
tt9199146	5.9	32
tt8866460	7.4	101
tt4789618	5.4	889
tt13825838	7.5	25
tt9238578	7.2	122
tt9199168	7.2	55
tt5845132	8.3	22
tt5859744	6.9	37
tt9238570	6.9	141
tt9238572	7.2	139
tt9199162	5.0	2816
tt5859748	6.0	20
tt8602798	8.6	8
tt5859750	6.5	29
tt9238580	7.4	115
tt14907170	8.7	12
tt8866382	9.0	13
tt13101172	6.2	12
tt14907160	8.1	12
tt10880490	7.4	13
tt7060344	8.3	39396
tt9816994	7.2	209
tt14682792	4.8	102
tt14907168	9.2	12
tt11384998	4.3	23
tt4486728	5.8	1041
tt6638398	4.8	360
tt14907182	9.5	12
tt3561808	6.9	16
tt12031564	7.2	6
tt14329872	7.2	6
tt5556110	5.3	177
tt12031594	7.5	383
tt12741130	7.5	17
tt9816964	7.9	22
tt5556116	6.2	65
tt7784996	6.8	504
tt6281918	5.2	5
tt12741156	5.0	13
tt6349198	6.2	28
tt7060378	7.5	7
tt6281912	7.0	10
tt5713292	8.3	403
tt5135996	6.1	132
tt9816970	6.3	1659
tt6281926	8.8	8
tt5556152	7.4	718
tt6991954	6.5	20
tt16978828	6.9	14
tt12741170	4.2	5
tt5713208	6.4	93
tt12741162	4.8	6
tt11081102	6.1	1037
tt4354880	7.8	20936
tt12741182	7.0	18
tt12741184	7.0	16
tt12741188	6.8	13
tt6991992	7.7	15
tt5713232	7.6	14250
tt7784900	6.4	11
tt2258351	5.5	41
tt6046038	7.9	8
tt8142544	6.5	35
tt9067272	6.0	423
tt7784914	8.9	8
tt11095708	8.5	14
tt5977138	5.7	9
tt18249194	7.4	1185
tt14907152	8.8	12
tt9067240	7.1	17
tt8734580	7.4	233
tt6349126	7.3	107
tt6046012	9.1	15
tt10816484	6.9	3751
tt8734588	7.1	211
tt6506264	5.3	7932
tt14618204	7.9	381
tt9659356	7.5	12
tt10816478	5.6	26
tt11673570	10.0	11
tt6506276	6.7	1049
tt4472096	6.8	807
tt12887510	7.3	11
tt8998118	7.7	23
tt4354930	6.2	64
tt10106434	7.3	511
tt4932364	6.9	44
tt12887512	7.5	11
tt12887514	7.9	12
tt12887518	7.9	13
tt6506222	6.7	12
tt10106416	8.5	7
tt12295198	9.4	11
tt12887524	8.9	28
tt13247414	7.2	5
tt7481318	8.0	34
tt12887536	7.6	5383
tt5424368	4.7	131
tt8274376	7.4	7
tt8274370	6.8	11
tt9659370	8.5	16
tt6570878	7.9	25
tt13247438	6.5	22
tt6570880	7.8	21
tt9659360	6.2	8
tt9659362	6.4	10
tt10659224	4.4	36
tt5424394	5.0	14
tt5424396	7.6	9
tt9224062	7.2	8
tt9224066	8.0	12
tt15108142	8.1	7
tt17047196	7.4	18
tt10880524	7.2	6
tt9224056	7.3	6
tt4472010	6.5	25
tt9224048	7.2	6
tt9224042	8.1	27
tt6217390	7.8	38
tt8866314	7.9	14
tt10880504	7.5	13
tt8577458	7.7	11720
tt5424384	7.3	11
tt7941626	6.9	24
tt8274310	6.4	10
tt15750112	7.5	23
tt13957024	4.6	66
tt14682886	7.1	71
tt14682888	7.1	70
tt8274306	6.2	10
tt7941612	3.9	172
tt9199018	6.6	512
tt8010832	6.8	10
tt8010850	4.5	19
tt6217356	8.5	48
tt10880542	7.8	14
tt8577410	8.2	21
tt9199032	7.8	601
tt8852088	7.6	10
tt6217414	7.1	36
tt8852080	7.4	9
tt8852084	8.6	10
tt4643794	7.9	339
tt9816646	8.8	40
tt6217408	8.0	41
tt11384876	6.3	19
tt7060460	8.2	13902
tt6217438	7.0	110
tt5556216	7.7	113
tt8734822	7.9	571
tt9067178	7.3	184
tt8010414	8.7	21
tt8010426	7.6	8
tt8010436	5.9	14
tt11830928	7.2	166
tt5556254	5.1	8
tt8734872	6.7	350
tt9816612	7.9	386
tt8852004	8.0	9
tt9067106	5.9	64
tt16254308	6.1	375
tt5556282	8.2	45
tt8431432	6.5	216
tt8431436	6.1	16
tt8720288	7.5	307
tt5267474	6.5	14
tt6349224	7.7	56
tt5424400	6.9	12
tt6991892	9.3	7
tt12452016	7.4	87
tt9067120	8.3	14
tt13957102	6.9	19
tt18406006	8.3	7
tt8998472	5.9	5195
tt11252952	7.8	13
tt12623942	7.0	7
tt13233132	7.9	12
tt13536506	6.5	11
tt8156834	7.3	24
tt7192344	8.7	11
tt10106538	7.4	21
tt8156842	7.0	197
tt5713630	6.3	17
tt8866612	7.6	13
tt5713644	5.0	16
tt4065842	6.8	1173
tt5713628	6.7	21
tt15475966	6.5	8
tt12295046	8.3	169
tt12295048	8.4	131
tt5713626	7.4	19
tt9659636	7.7	15
tt12295040	8.8	192
tt10880648	9.0	10
tt5688164	7.4	5
tt6217486	7.2	10
tt6217488	7.6	6
tt7495638	6.6	7
tt5688170	8.6	10
tt10880614	6.9	15
tt5424490	7.4	11
tt9659616	7.9	13
tt7770192	5.7	1297
tt5845336	6.3	44
tt4932416	8.8	629
tt5845332	7.6	32
tt15475924	7.3	448
tt5845320	7.5	145
tt15475928	6.7	9
tt15475910	5.3	618
tt15475916	7.1	430
tt5845344	8.4	9
tt15475908	6.9	10
tt15750456	7.3	55
tt14026174	8.4	12
tt11609074	6.3	254
tt8852096	7.2	10
tt8852098	8.2	13
tt11609082	5.7	33
tt8852090	8.5	9
tt8852092	8.3	16
tt12598562	8.5	13
tt8852094	8.1	13
tt3140958	5.5	7
tt5267388	7.8	34
tt7784796	8.7	74
tt8010518	4.8	79
tt12452184	6.4	7
tt16978650	6.2	5
tt10880696	5.8	6
tt8010524	8.8	11
tt8010544	6.7	569
tt9067058	8.0	7
tt7060566	4.7	543
tt13404978	8.5	390
tt7770174	7.4	7
tt7770176	7.6	13
tt7770166	7.0	9
tt4340072	3.4	277
tt14090648	5.0	6
tt11384712	8.7	7
tt8142370	7.0	23
tt2126284	5.7	22
tt13825558	8.7	9
tt5713438	9.2	10
tt8010592	7.7	9629
tt7060506	5.8	5
tt6349386	8.2	234
tt14090650	7.2	10
tt8720144	8.3	19
tt9527778	4.5	268
tt14090654	5.0	6
tt7192198	6.2	9
tt6991750	6.6	124
tt8431320	6.4	8
tt5713454	8.4	425
tt4354616	6.6	6303
tt7060530	7.8	5
tt9659596	7.2	17
tt11962626	7.4	7
tt8577640	7.6	5
tt11962628	5.7	16
tt15040780	8.7	38
tt5424556	7.4	2368
tt9224216	7.2	2257
tt9659586	8.1	15
tt5845262	4.6	320
tt10816222	4.3	146
tt9659574	8.5	16
tt9659572	5.9	52
tt8577610	8.6	8
tt8577612	7.1	8
tt6506490	7.5	45
tt12598482	7.6	5
tt11095910	9.6	24
tt5424590	5.9	176
tt4789918	7.5	267
tt5003980	7.9	343
tt5003982	7.8	306
tt9224266	7.0	121
tt8156962	4.9	19
tt6506468	5.2	7
tt5003996	7.9	305
tt4789928	8.2	316
tt5003998	7.9	376
tt9224258	7.2	113
tt9224254	7.1	116
tt6927172	6.8	7
tt2258058	7.2	84
tt8288784	7.8	6
tt8274142	8.2	285
tt5003978	8.5	311
tt11673736	8.1	18
tt8563084	7.9	714
tt10880768	6.3	11
tt5135650	8.4	7
tt14329574	7.0	26
tt11609156	5.5	32
tt7652966	8.5	6
tt8577698	8.6	5
tt10880740	7.6	14
tt11673740	7.3	11
tt5859836	8.3	7
tt2126357	5.8	26998
tt13668370	7.4	7
tt13404880	8.3	51
tt5688088	6.5	98
tt9659542	6.2	55
tt14026060	9.0	19989
tt8563028	6.3	61
tt8577656	8.6	5
tt4527218	5.9	13
tt5540086	7.1	13
tt11385940	9.9	21
tt8867344	6.7	216
tt10224046	7.0	15
tt12179472	7.4	395
tt12875086	7.0	130
tt7495472	8.8	11
tt12875096	6.5	121
tt13060418	8.0	290
tt5133680	5.9	118
tt7520980	4.0	312
tt8157148	8.0	12
tt3155342	6.5	4298
tt6216306	9.1	13
tt6216300	7.5	267
tt16530486	8.8	5
tt1503790	6.9	10
tt9040760	8.1	64
tt14578790	8.2	356
tt7770020	7.4	53
tt7770022	7.0	9
tt11792380	7.0	5
tt7784656	9.4	7
tt10238620	9.1	17
tt5961098	5.8	10
tt16951464	7.1	11
tt10948874	7.3	66
tt5265492	5.3	147
tt11096706	8.4	28
tt12047604	5.8	26
tt16951456	7.2	10
tt12757894	8.0	30
tt5843838	5.1	1468
tt9818202	7.3	8
tt7784604	7.3	292504
tt6280986	5.2	17
tt9818206	7.0	6
tt8735522	7.8	23
tt8314468	6.4	30
tt14696000	7.4	366
tt3155328	6.2	9229
tt14696010	7.4	314
tt5843852	8.2	21
tt5843878	8.7	21
tt8025310	4.8	1555
tt4106264	2.7	70
tt10948820	6.2	1029
tt8039938	8.2	277
tt6769208	9.3	39598
tt10948906	7.4	44
tt10948922	6.1	19
tt9818168	6.7	61
tt10645126	6.4	7
tt18351318	7.2	7
tt3865614	3.9	150
tt9818102	7.0	327
tt16951426	7.7	16
tt5554612	7.4	313
tt9818106	6.1	33
tt9818108	6.6	6
tt16951424	7.3	16
tt5961192	8.5	9
tt2782844	5.4	3633
tt16951440	7.3	14
tt16951442	7.3	15
tt16951438	7.3	14
tt9818116	6.8	6
tt12625936	7.2	16
tt7231776	4.6	62
tt5001802	6.1	18
tt7074372	7.8	29
tt7074378	7.7	6
tt4527290	7.5	397
tt7495408	7.7	11
tt7495402	6.7	19
tt10106728	8.2	16
tt5540012	7.4	528
tt12611334	6.9	336
tt4591834	8.0	6374
tt5554672	8.8	6
tt15529534	3.8	49
tt5001840	8.8	523
tt9818188	8.1	242
tt9818184	8.0	249
tt7941984	8.8	59
tt10106700	8.0	15
tt7495440	7.6	628
tt15529566	5.3	1392
tt16794202	7.7	12
tt11660516	6.4	5
tt7495424	8.4	7
tt7074362	7.3	12
tt14578708	6.8	183
tt8157218	8.1	1553
tt8157210	7.2	1521
tt6926440	7.7	18
tt8157220	8.1	1723
tt9461680	5.3	288
tt11660604	8.2	15
tt8867242	4.6	18
tt11096672	7.4	7
tt7074558	7.0	11
tt8157250	4.7	43
tt6637480	7.7	12
tt15529750	6.2	111
tt7784508	7.8	14
tt7784512	8.2	8
tt8867278	6.4	57
tt6216428	6.5	15
tt8157270	8.9	19
tt8289076	8.6	1891
tt8867290	7.8	5
tt12204880	2.7	14
tt16255982	8.3	411
tt6348280	8.8	9
tt12743354	7.6	5
tt9172422	7.4	15367
tt6348292	6.5	62
tt14289690	7.2	5
tt14696114	6.7	7
tt5686436	8.1	114
tt8735400	8.6	104
tt10934356	8.0	18
tt14025788	6.1	4347
tt6348242	6.1	9
tt6348258	8.2	10
tt12204814	7.5	15
tt6769302	9.0	1666
tt12047542	7.9	17
tt5975890	8.8	825
tt5975892	9.4	1738
tt12047578	3.2	5
tt8735480	8.6	14
tt5711996	7.9	308
tt6769254	8.1	180
tt9882870	7.4	177
tt6769258	5.9	82
tt5265450	8.2	2948
tt5554750	8.3	370
tt16965946	8.8	7
tt5397130	7.5	19
tt7652752	6.9	9
tt15290242	6.8	5
tt2429278	4.1	296
tt5554778	6.4	13
tt4591736	8.2	545
tt10659696	8.8	617
tt12875118	5.2	82
tt10106848	7.7	49
tt5975822	8.1	1290
tt15515030	5.1	274
tt12875122	6.0	84
tt3733774	5.4	19227
tt12875126	5.5	52
tt4948240	7.0	282
tt12204798	8.2	351
tt10106822	8.1	63
tt14578626	6.2	321
tt5001968	4.3	14
tt7231612	8.5	9
tt6216486	7.3	10
tt5540164	9.2	37
tt7784468	6.7	122
tt10659686	8.7	646
tt9882802	5.8	17
tt12179312	9.6	39
tt10659676	7.8	583
tt5540194	6.1	529
tt5711962	6.6	19
tt5975886	8.6	651
tt8157208	7.5	1679
tt12889476	6.8	6
tt6216560	7.0	8
tt10527634	7.3	64
tt6926354	5.9	8
tt7520766	6.5	222
tt7784442	8.3	1545
tt11660710	8.5	9
tt11792586	6.5	597
tt7520746	5.5	396
tt11096982	7.5	25
tt8578350	6.7	7
tt7074628	7.2	18
tt6990956	7.2	22
tt14314876	6.2	25
tt14143300	6.6	5
tt7074640	6.9	8
tt11792540	6.0	46
tt5975494	6.8	29
tt5686770	8.0	1455
tt5686772	7.7	2699
tt10224202	5.8	13
tt11792554	7.8	6
tt7520710	6.1	16
tt12914912	5.2	23
tt5686790	6.3	22
tt10934482	9.1	530
tt8328842	6.5	6
tt11792580	6.3	1475
tt9172330	9.1	10
tt13417082	7.4	140
tt10238816	7.8	75
tt8999372	8.2	4640
tt11792512	5.3	223
tt8039700	7.0	9
tt8314266	6.1	8
tt13417046	7.0	10
tt13417042	7.2	10
tt4948506	8.5	13
tt13417004	7.4	738
tt5975562	8.7	15
tt8446084	6.5	73
tt5672048	6.8	1442
tt9529294	6.6	65
tt14432146	7.6	215
tt5672036	6.0	2060
tt14985428	8.9	24
tt5397010	7.7	334
tt15290128	7.6	14
tt10106992	8.1	15
tt4170972	5.5	57
tt10356038	5.9	21
tt5279980	7.8	13
tt8578458	6.5	1388
tt14143292	7.1	7
tt10106982	8.1	15
tt14314848	6.7	24
tt12204694	8.1	10
tt12889404	6.3	7935
tt5540278	8.5	62
tt8578422	4.9	125
tt14314826	7.6	77
tt7798986	8.6	21
tt7798990	6.4	285
tt14143258	6.2	5
tt14143256	10.0	5
tt7784302	1.9	34
tt11096898	7.6	5
tt12204610	5.2	224
tt7074784	8.5	2872
tt10513116	6.9	176
tt7074788	4.8	51
tt7074792	7.8	2493
tt8314190	9.2	285
tt7074794	7.9	2528
tt8314192	6.9	80
tt6926236	4.8	40
tt16951198	7.0	5
tt10224134	6.7	1532
tt10224126	7.5	53
tt6637240	8.8	6
tt12204654	4.2	11
tt10238792	5.2	4858
tt7520878	8.2	30
tt9750864	6.5	1151
tt13060796	4.7	190
tt7074742	7.8	150
tt3865238	4.6	403
tt5686622	2.9	1536
tt8578468	7.1	152
tt11096888	5.6	1213
tt6990846	7.8	6
tt11385670	4.3	271
tt8328744	4.7	71
tt10238748	5.4	7
tt7363538	5.6	13
tt9290138	4.3	123
tt6769112	9.2	12
tt6990888	5.0	10
tt8157074	6.5	1901
tt8157082	7.6	54
tt11082206	7.7	148
tt19869412	6.0	5
tt4106376	5.4	9938
tt9186862	8.8	5
tt5265168	5.7	7
tt11542902	6.9	13
tt10238708	4.3	207
tt14025998	6.6	25
tt5843992	7.6	7
tt5843986	5.0	5
tt9172252	7.4	671
tt10934620	7.6	10
tt8039854	6.3	11
tt10934624	7.4	70
tt14985342	9.6	20
tt5554932	7.7	20
tt5961018	7.8	46
tt5554938	7.2	15
tt5961012	8.2	54
tt5961016	7.6	40
tt6769064	4.7	165
tt3312884	7.5	22
tt13192538	6.7	1568
tt6348454	7.2	1166
tt5001772	7.6	2190
tt13192540	4.2	12
tt10816692	7.9	14
tt14985356	9.1	21
tt11792614	7.7	349
tt5001754	5.9	35465
tt14985376	8.5	24
tt9818030	6.7	7
tt7231814	7.7	14
tt3155720	5.5	781
tt9290186	5.3	21
tt6348410	6.1	2420
tt13192570	3.3	616
tt3312878	7.6	14
tt9818000	5.9	48
tt5540340	3.3	26
tt5265222	7.6	160
tt5554998	5.5	71
tt8328806	6.9	28
tt9461922	8.2	10
tt14300330	7.0	99
tt4948460	7.2	182
tt3733546	7.2	12
tt10816632	7.7	44
tt15515260	5.6	199
tt9529142	7.5	12
tt14143190	7.8	603
tt14314956	6.4	7
tt15108354	6.3	160
tt5540390	8.2	3832
tt8578534	7.0	9
tt9818060	7.9	7
tt5001718	6.3	37906
tt6926250	8.0	26
tt8578528	9.0	6
tt10659416	6.0	7
tt4591518	7.6	129
tt7784242	7.7	57
tt9818076	7.6	12
tt8578506	6.9	11
tt7231866	5.7	118
tt5961008	8.0	52
tt5961000	7.9	52
tt5843410	8.4	11
tt10777354	6.9	18
tt8617870	8.7	17
tt11660966	6.1	28
tt4816884	7.2	24
tt5554262	7.6	120
tt6912372	6.6	75
tt5843444	4.5	151
tt14853762	8.7	44
tt14853764	8.7	20
tt9054918	7.8	10
tt10513644	6.1	20
tt6202142	8.2	116
tt6202144	8.2	113
tt10948410	7.6	372
tt11660916	5.3	65
tt6202134	8.1	115
tt9054904	8.3	22131
tt17627390	3.8	18
tt5711598	8.1	201
tt6216744	5.2	6
tt5975272	7.5	21
tt6202108	7.7	705
tt13128138	5.9	11
tt9186714	7.7	375
tt9186722	5.8	29
tt11385506	7.0	9
tt7666988	6.5	8
tt6755084	7.1	67
tt12914722	8.2	6
tt9186734	7.7	349
tt7652342	7.4	342
tt7666978	5.3	7
tt7666972	6.3	10
tt5686112	6.2	1301
tt9804006	7.6	10
tt5686120	3.6	86
tt6623200	8.0	25
tt5989948	8.3	10
tt9040380	6.1	10
tt13192640	6.9	59
tt5989944	8.0	10
tt6623218	8.6	7
tt13192658	6.0	50
tt6623212	8.7	7
tt6623214	8.6	8
tt6623216	8.8	8
tt8300324	7.4	3953
tt13192654	6.8	35
tt14446588	1.0	1628
tt6623226	8.4	5
tt6623228	8.6	5
tt6623220	8.1	7
tt7088570	6.8	5
tt12179814	7.2	63
tt6348536	8.1	13
tt12179824	7.1	57
tt5686194	6.9	413
tt6348540	8.1	9
tt3037632	3.1	317
tt12179836	7.5	8
tt5711672	6.9	419
tt16530926	7.3	21
tt12179830	7.1	52
tt10356286	8.8	5
tt12179848	7.0	52
tt12165218	7.5	37
tt7798780	8.4	47
tt12900072	2.8	41
tt7798782	8.2	46
tt14721972	7.6	858
tt7088542	7.8	17
tt7245948	8.2	13
tt7798792	8.6	46
tt7784158	8.8	27
tt14721984	7.4	924
tt8432066	6.2	44
tt9054924	8.1	10
tt12179864	4.9	89
tt14721988	7.1	804
tt12900056	3.6	53
tt9054960	7.3	113
tt11096282	8.7	13
tt14985640	7.3	12
tt6348518	7.7	46
tt7245928	7.9	82
tt12900062	2.9	45
tt14721968	7.4	894
tt5265948	7.0	95
tt14721966	6.0	23
tt5265964	6.8	1812
tt15529106	6.1	23
tt9054984	8.7	12
tt11660986	6.0	61
tt5265960	6.1	5622
tt5251324	7.6	100
tt5251326	6.4	36
